id;condition;car_year;brand;model;engine;doors;km;fuel_type;traction_control;transmission;currency;price;seller_id;seller_nickname;is_car_shop;seller_country;seller_state;seller_city
MLA1406693383;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500019;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406641367;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500018;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406641261;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500017;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406693019;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500016;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406705885;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;2500000;393484282;GIAMALP;VERDADERO;Argentina;Bs.As. G.B.A. Norte;José C. Paz
MLA1406667029;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;12000000;297676266;FIAT GIAMA2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406666821;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500015;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406589481;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;7000000;393484282;GIAMALP;VERDADERO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1406653445;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500014;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406614509;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;4500000;534642750;FIAT-RIVADAVIA-2001-CABA;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406691877;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;3800000;297676266;FIAT GIAMA2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406691469;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;4000000;534642750;FIAT-RIVADAVIA-2001-CABA;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406652101;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;2500000;297676266;FIAT GIAMA2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406703763;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;12000000;297676266;FIAT GIAMA2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406638757;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;18500000;297676266;FIAT GIAMA2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656942192;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500013;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656901340;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500009;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656888252;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;9500000;534642750;FIAT-RIVADAVIA-2001-CABA;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656953002;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;1500000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656952618;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;3200000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656952572;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500007;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656900400;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500006;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656861300;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500005;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656899902;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500027;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656874002;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500004;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656886566;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500026;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656925614;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500003;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656951474;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500025;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656951444;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500002;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656899292;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500024;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656860296;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;6500000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656886042;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500023;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656873214;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500000;250777152;AUTODELSOL MITRE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656885962;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;18500000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656885938;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500022;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656911230;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;7580000;173256399;FIAT GIAMA1;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Lanús
MLA1656884760;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500021;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406529421;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500020;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406568281;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;16500000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406502177;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500019;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406487775;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500018;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406500381;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;17927501;96117026;ATHOMAS20100;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406564637;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500017;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406524191;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500016;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406574749;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500015;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406573451;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500014;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406455957;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;17927500;96117026;ATHOMAS20100;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406411501;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500025;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406423093;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500024;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406331035;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500023;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406394561;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500022;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406392853;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500021;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406378573;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500020;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406337501;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500019;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406413835;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500018;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406373729;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500017;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656309922;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500016;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656308668;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500015;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656204038;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500014;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656212658;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;10900000;534642750;FIAT-RIVADAVIA-2001-CABA;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1656208498;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500013;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406317625;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500010;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406290789;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5500000;53072336;FIAT ARGENTINA;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406314655;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500008;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406313713;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500004;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406300189;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500002;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406194533;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;12000000;297676266;FIAT GIAMA2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406296509;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;7600000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655310342;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500064;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655362224;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500063;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655323110;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500062;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655257798;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500061;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655270746;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500060;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655257602;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500059;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655244862;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500058;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655296604;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500057;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1655322474;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500056;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1654766390;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17501003;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406096835;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;2700000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406103545;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;6000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406063405;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;6000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406140007;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1654477174;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;3000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1654554170;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;3500000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1654488960;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;10000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1654458708;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500045;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1406050135;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;6600000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1653981720;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500030;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1654032142;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500029;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405825683;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;18150000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405889773;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;18250000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405863779;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;18100000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1653616532;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;17500025;297908415;AUTODELSOLFLORIDACONVENCIONAL;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405893011;Nuevo;2023;Fiat;Cronos;1.3;5;0;Nafta;Delantera;Automática;ARS;9000000;297676266;FIAT GIAMA2;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1652583872;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;8500000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1652491966;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;6000000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1652478816;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;4000000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Bs.As. G.B.A. Oeste;La Matanza
MLA1652272934;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;12000000;321689436;GIAMA.FIAT;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1652295524;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;16400000;321689436;GIAMA.FIAT;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651785444;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;15927501;113245016;AUTOGENERALISA;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651860506;Usado;2023;Fiat;Cronos;1.3;4;4500;Nafta;Delantera;Manual;ARS;15900000;780050555;LIVMOTORS 2;FALSO;Argentina;Bs.As. G.B.A. Norte;Vicente López
MLA1405682271;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;6000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651785006;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;7500000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405689857;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;6010000;173256399;FIAT GIAMA1;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405727209;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;9200000;173256399;FIAT GIAMA1;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405752903;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5000000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405700141;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5000000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405751659;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5000000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405712237;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5000000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405698699;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;4800000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405698463;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;4800000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651082222;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;8900000;173256399;FIAT GIAMA1;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651040546;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;6500000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651051986;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;3500000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651104152;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;6000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651130008;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;5500000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651091250;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651078048;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;3000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651021060;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;10800000;534642750;FIAT-RIVADAVIA-2001-CABA;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1651046790;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;10000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1650787500;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;2300000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Bs.As. G.B.A. Sur;Quilmes
MLA1650787468;Usado;2023;Fiat;Cronos;1.3;4;1000;Nafta;Delantera;Manual;ARS;11000000;1399094096;FIAT GIAMAOFICIAL;FALSO;Argentina;Capital Federal;Capital Federal
MLA1650865108;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;3100000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1650774178;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;1900000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1650825922;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;2500000;261505804;FIAT GIAMA3;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1650851588;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;10000000;140483511;LASHERASGENERALI;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1650747688;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5500000;140483511;LASHERASGENERALI;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405553893;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;19000000;708367815;GIAMA FINANCIACIONES;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1649146742;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;3800000;321689436;GIAMA.FIAT;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1649103334;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;13594300;162806733;AUTO-ACCESIBLE;FALSO;Argentina;Capital Federal;Capital Federal
MLA1405345595;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;5000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405358387;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;7000000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405351797;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Manual;ARS;17200000;221815601;FIAT AUTODRIVE;VERDADERO;Argentina;Capital Federal;Capital Federal
MLA1405311609;Nuevo;2023;Fiat;Cronos;1.3;4;0;Nafta;Delantera;Automática;ARS;4650000;173256399;FIAT GIAMA1;VERDADERO;Argentina;Capital Federal;Capital Federal
